ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
26487,Bpo trainer; bpo process trainer; bpo training; bpo soft skill trainer; Customer Relationship; training,product trainer,,,,,,,Process trainer; customer relation; cce
25,qooxdoo,,,,,,,,
107022,MongoDB; NoSQL; SAML; Core Java; MySQL; UML,Spring Framework,,,,,,,Maven; Oracle PL; PLSQL
82296,Test Scripting; CA Wily; HP Diagnostics; HP Openview; SQL Power Tools; Performance Testing; Test Engineering; I3,Optimize - IT,,,,,,,J - probe; Autation Testing; Performance Tester; Load Runner
18998,GL accounting; Associate Manager; Accounting; MIS,,,,,,,,Finance
55423,Professor Activities; assistant professor activities; lecturer activities; faculty activities,,,,,,,,hod activities
19641,learning; development; hotel; hospitality; dept; hotel management; manager; executive,service,,,,,,,Quick; department; sop; field training; regional; training; QSR; restaurants; trainer
109835,C; 3G; Test Engineering; Software Testing; Regression Testing,Exploratory Testing,,,,,,,Test Cases; Automation Testing; White Box Testing
66814,AM - Quality; Team Leader - Quality; Manager - Quality; Manager - Projects; AM; Assistant Manager - Quality; QA,Manager - Transactional Quality,,,,,,,AM - Transactional Quality; Manager -Transactional Quality; Manager Quality; Quality Coach
96309,selling; Sales; Marketing; business development; sales,mktg,,,,,,,sales &amp; marketing; bd
70808,Marketing Research; Social Networking,,,,,,,,
21122,Finance; Accounting; Analysis; Regulatory Reporting; Risk Management; Financial Markets; excel,Market Risk,,,,,,,Month End Reporting; Risk Control; Due Diligence; accounting markets
58140,Sales Coordinator,,,,,,,,
32841,mca; graphics; javascript; web design; vbscript; website,mvc,,,,,,,silverlight; msc; user interface
4506,dqc,,,,,,,,
101488,Senior Service Engineer; Data Analytics; Analytics; AzureML; debugging,Python,,,,,,,data analysis; Big Data
60403,java; eclipse; EMF; eclipse modelling framework; C#; UML; OOD; Object oriented analysis,C++,,,,,,,VBA; data meta modelling; XMI; OOA; object oriented designing; design patterns; HAVC
32745,Solution Design; GM; DGM; Design Validation; Business Development; RF Planning,Revenue Generation,,,,,,,Optimization; Vendor Management; Cost Management
11815,freshers; MR; Sales; sales executive,,,,,,,,business executive
76017,DIRECTX; OPENGL; C++,,,,,,,,
106305,Strong Interpersonal Skills; account strategy; Regional Sales; Sales Development,,,,,,,,System Engineering
42242,fabric sales; fabric marketing; textile sales; cloth sales; denim sales marketing; denim,denim marketing,,,,,,,denim sales; textiles; textile marketing
46737,International BPO; Google AdWords; graduates; vlookup; kpo; non tech; customer support; excel,pviot,,,,,,,hlookup; Non Voice; Back Office; customer service
20463,Automation Testing; Testing; Scripting,,,,,,,,
75501,executive assistant receptionist; office co - ordiantor; secretary receptionist; executive secretary receptionist,Office Assistance,,,,,,,executive assistant front office executive
74955,Pathologist; Pathology,,,,,,,,
60830,SQL; Application Support; Production Support; l3 / l4 production support,,,,,,,,
121026,Networking; Switching; Routing Protocols; CCNA,,,,,,,,WAN
111966,Chat Support; email support; chat production support; live chat; Webchat; Email Chat support; Online chat,web process,,,,,,,chat process; Email Process; Non Voice process; email chat process
91288,showroom merchandising; retail sales merchandising; outlet merchandising; channel merchandising; Store Planning,Retail Merchandising,,,,,,,allocator
126415,Client Relationship,,,,,,,,
13439,Property Matters; general corporate; Legal; Corporate Litigation,,,,,,,,Product Quality
25586,Data Architecture; Profit Centre; CFM SPL,,,,,,,,
91464,SAP GRC AC 10.1 or PC 10.1; HANA Data Modelling; HANA; SAP Audit Management; delivery management; Fraud Management,Client management,,,,,,,Risk Advisory; SAP Security; SQL scripting
122951,front desk executive relationship; tele caller; telecalling; receptionist,,,,,,,,
43293,FP&amp;A; Financial Planning and analysis; Budget; forecast; Business Finance; Financial Planning; Trend analysis; cash flow,cash outflow,,,,,,,Cash inflow; Budgeting; Variance Analysis; Forecasting; FPnA; Financial Planning &amp; Analysis
59202,Postgres; NoSQL; MongoDB; java architect; Spring; JUnit; Web Services; Architect,Java,,,,,,,Angularjs; Hibernate; J2Ee; HTML; technical architect; SOA; service oriented architecture
129757,computer operator; work from home; Add posting work; copy paste work; Data Entry; Part time; mba; bba,students,,,,,,,12th pass; data entry operator; back office; online marketing; Direct Marketing
827,sap; dms,,,,,,,,
116960,solutions; Proposal Drafting; ITES; presales; RFI; Contact Centre,RFP,,,,,,,Solution Designing; operations; BPO
16346,Asp.net Developer OS; 29,,,,,,,,
44302,Receptionist Activities; Front Desk,,,,,,,,
83215,Concept Design; Charts; Graphical representation; Creative PPT designer; Designer,creative ppt graphic designer,,,,,,,creative presentation designer
33744,Datastage Administration; Datastage Admin; datastage admin executive,,,,,,,,
98539,development; mca; http; sql server; pm; debugging,business intelligence,,,,,,,ssis; database administration; coding
62753,L2; L3 Production Support; l3; Production support; bss; sql; shell scripting; troubleshooting,oss,,,,,,,operations; telecom; mnp; UNIX
59049,sales officer; sales executive; sales,,,,,,,,
53363,IOS; Iphone; Ipad,,,,,,,,
117570,german; grammar; documents; email; experience; translation,english language,,,,,,,content; ms office; typing
120849,Informix DBA; SQL Tuning; Unix; Linux; Informix,Agile Development,,,,,,,Database Administration
86924,Black Box; White Box; Automation; Testing; Test Script,Front End,,,,,,,QA Analysis; Test Case; QA
99759,Domino Administrator; Sametime; Traveler; Lotus Domino,,,,,,,,SMTP
107972,intensive care; ICU; ITU; DNB,Critical Care,,,,,,,MD
61569,Screening; HR; hr executive; generalist; Recruitment,hr operations,,,,,,,hr generalist; Onboarding; Sourcing
57696,Insurance Head,,,,,,,,
90976,solid oral; F&amp;D; SRA; Research; RA,Research Associate,,,,,,,Formulation Development; Analysis
113605,Publicity; Content Strategy; editor; tech copy editor; Sales; Alliances; Campaigns; Social Media,Email Marketing,,,,,,,tech sub editor; Market Planning; Promotions; SEO; tech editor
110056,business analysis; life cycle; give; it; targets; sales marketing,quality,,,,,,,demos; sales manager; lead generation
102217,Systems Administrator; Java / VB; Solaris 10; Linux administration; Application Support,Apache Tomcat,,,,,,,Web services Administration; SOAP; XML
48123,Manpower Planning; HR; Human Resource; Training and Development; organisational development,corporate hr,,,,,,,recruitment; talent management; plant hr
5627,iot; sled; netbsd; relationship_development; sales; resa; oracle_retail; retek; zigbee; mqtt; sdp; umts; cellular,suse_linux,,,,hspa+,,,sles; sim; isis; oracle_rms; virtual_team; cerner; ccl; bts; service_management; translation; machine_to_machine; telematics; service_delivery_platform; gprs; gsm; hsdpa
37600,SPOPS; EC - PCAT; Managing; Graduate; Proactive; Current Account; Sourcing; Accounts,Transactions,,,,,,,Management; Relationship Management; Forex Trading; Forex; Revenue; Sales; Acquisition; CA; Mentoring
31905,ITES; Customer Service Operations; BPO; Sales Coordination; Customer Relationship; Order Processing,Customer Support,,,,,,,Non Voice; Merchandising; Night Shift
41060,Administration; Operations; Coo; chief operating officer,,,,,,,,
41947,Export Management; imp; Import and Merchandising; Channel Sales Management; Market Intelligence,Project Sales,,,,,,,Marketing; Corporate Sales; Export Marketing
32575,SCAN; MBIST; Bscan; ATE; Simutest; Tmax; fastscan; DFT,Vtran,,,,,,,JTAG; Timing Closure; Testkompress; tetramax; STA; TCL; Perl; ATPG; Synthesis; Physical Design; Tk
103966,Video Marketing; Twitter Marketing; Linkedin Marketing; facebook Marketing; Marketing Management; SMO,Media Management,,,,,,,Social Media; Social Media Marketing; SMM
89618,insurance; equity; investment; shares; mf; amc; stock market; broking,mutual fund,,,,,,,stocks; amfi; wealth management; share market; securities; commodities; stock broking; marketing; sales; Client Servicing; relationship management
127336,struts; hibernate; product development; application development; documentation; travel,consulting,,,,,,,coding; analytics; healthcare
77676,syteline; functional; ERP,,,,,,,,
7082,jad; joint_application_design; activity_diagrams; requirements_elicitation; functional_requirements; gdps; mps; snp; extreme_programming; kanban; agile; cbap; gap_analysis,requirements_analysis,,,,traceability_matrix,,,sequence_diagrams; drp; cif; resource_planning; rad; ibm_rad; ibm_websphere; ibm_websphere_application_server; ide; rapid_application_development; agile_coaching; scrum; scrum_master; use_cases; process_modeling; business_rules
63395,claims; development; business analysis; co; ba; coaching,documentation,,,,,,,process orientation; billing; alliances
80284,Development Management; Customer Experience; Techno Functional; Oracle Retail,Data Warehouse,,,,,,,Oracle
109455,Sales Executive Activities; Communication Skills; Real Estate,,,,,,,,
63438,consulting; machinery; fund raising; institutions; team management; sourcing,real estate,,,,,,,business development; market development; billing
31984,Inbound Voice Process; Collections; helpdesk; Customer Service; tsr; technical support associate,Technical Support,,,,,,,Service Sales; tso; customer support; tech support
14103,Fixed Income Derivatives; MIS Preparation; Excel; SQL; Risk Control; MIS Reporting; VBA,Operational Risk,,,,,,,Analysis; Audit Compliance; Data Processing; financial reporting
77175,Sales; New Business; Primary; Client Meeting,,,,,,,,
52560,uk shift; uk process; us shift; us process; executive; TechM; Vsynergize; IBM; tourism; voice process,associate,,,,,,,international bpo; MNC; concentrix; Convergys; Capita; inbound; domestic; Tech Mahindra; telecom; ecommerce; travel
27954,Typing Speed; Claims Associate; Night Shift; Non Voice,,,,,,,,
35959,health insurance; insurance advisor; advisor; financial broking; life insurance; agency channel; sales manager; development manager,tied channel,,,,,,,insurance broking; financial advisor; broking; advisor recruitment; agent recruitment
91806,SAP ABAP Consultant; SAP ABAP; SAP Consultant; design,,,,,,,,technical solution
87538,development; configuration; se; quality assurance; documentation; regression,agile,,,,,,,sdlc; regression testing; test scripts
69109,L&amp;D; Learning &amp; Development,,,,,,,,
124880,Business Analysis; Software Product Development; Business Leadership; product based; Capital Market; Product Quality; onshore; offshore,Project Management,,,,,,,Product Strategy; Quality Management; Product Management; Strategic Planning
35421,Deployment; JIRA; Bamboo; Devops Engineer; SoapUI,Cucumber,,,,,,,JSON; Loadrunner; REST API
119278,Sales Executive Activities; Credit Note,,,,,,,,
97368,co; graphics; benefits; email; animation,part time,,,,,,,mm; client management
82410,Secretarial Activities,,,,,,,,
45130,events; handling; inter; scheduling; team building,operations,,,,,,,be; sports; sailing
99660,Groovy; Restful; GIT; Testng; Core JAVA; Spring; SOAP; HIbernate,Java developer,,,,,,,LDAP; OOPS; Javascript; jquery; Linux; DBMS; Maven; software developer; sql
46135,Accounting; Hiring; Interviewing; Non Voice,Accounts Payable,,,,,,,Process Audit
76318,SCALA; akka toolkit; Hard core Java; XML; Ajax; Javascript,SQL,,,,,,,Java; Database; J2EE
5426,it; service; management; itil; service_level_management; servicenow; customization; workflow; knowledge_management; bmc_remedy; service_desk; configuration_management_database; ecms,problem_management,,,,ca_unicenter_service_desk,,,waterfall; change_management; service_delivery; pop3; ldap; configuration; service_management; hp_service_manager; process_management; kpi; ucmdb; addm; issue_tracking; bppm; help_desk; ddm; mapping; hp_asset_manager
51423,Communication Skills; international bpo; good career; fresher; good brand name; cce; customer care executive; voice process,international call center,,,,,,,graduate fresher; Bpo; Customer Service; cse; bpo fresher; call center; telecom
78364,fresher; international voice; it helpdesk; graduate; call center; customer support executive; technical support engineer; voice,bpo,,,,,,,fluent english; customer support associate; customer care officer; Technical Support
67802,Integrated Marketing; Marketing Campaigns; Positioning; Sales; Brand Marketing; Social Media,Brand Communication,,,,,,,Brand Management; B2B; Marketing Management; Marketing Manager
75877,work from home; freelance; fresher; SELF EMPLOYED; ONLINE MARKETING,Business Development,,,,,,,Part Time
110673,sr.steward BHM; sr.steward hospitality management; sr.steward hotel management; sr.steward ihm,Steward,,,,,,,sr.steward dhm
